img_name,label
11357.jpg,sad
11358.jpg,angry
11359.jpg,neutral
11360.jpg,angry
11361.jpg,happy
11362.jpg,fear
11363.jpg,sad
11364.jpg,sad
11365.jpg,happy
11366.jpg,happy
11367.jpg,surprise
11368.jpg,sad
11369.jpg,surprise
11370.jpg,surprise
11371.jpg,surprise
11372.jpg,happy
11373.jpg,sad
11374.jpg,neutral
11375.jpg,surprise
11376.jpg,happy
11377.jpg,neutral
11378.jpg,neutral
11379.jpg,neutral
11380.jpg,neutral
11381.jpg,sad
11382.jpg,happy
11383.jpg,happy
11384.jpg,neutral
11385.jpg,sad
11386.jpg,neutral
11387.jpg,surprise
11388.jpg,fear
11389.jpg,fear
11390.jpg,fear
11391.jpg,fear
11392.jpg,neutral
11393.jpg,happy
11394.jpg,neutral
11395.jpg,angry
11396.jpg,neutral
11397.jpg,surprise
11398.jpg,fear
11399.jpg,happy
11400.jpg,fear
11401.jpg,neutral
11402.jpg,sad
11403.jpg,fear
11404.jpg,happy
11405.jpg,disgust
11406.jpg,happy
11407.jpg,neutral
11408.jpg,sad
11409.jpg,angry
11410.jpg,neutral
11411.jpg,angry
11412.jpg,neutral
11413.jpg,fear
11414.jpg,happy
11415.jpg,sad
11416.jpg,surprise
11417.jpg,neutral
11418.jpg,happy
11419.jpg,angry
11420.jpg,fear
11421.jpg,fear
11422.jpg,neutral
11423.jpg,neutral
11424.jpg,angry
11425.jpg,happy
11426.jpg,sad
11427.jpg,surprise
11428.jpg,sad
11429.jpg,happy
11430.jpg,surprise
11431.jpg,neutral
11432.jpg,happy
11433.jpg,neutral
11434.jpg,angry
11435.jpg,sad
11436.jpg,neutral
11437.jpg,angry
11438.jpg,neutral
11439.jpg,happy
11440.jpg,fear
11441.jpg,happy
11442.jpg,happy
11443.jpg,happy
11444.jpg,happy
11445.jpg,surprise
11446.jpg,neutral
11447.jpg,happy
11448.jpg,sad
11449.jpg,neutral
11450.jpg,fear
11451.jpg,angry
11452.jpg,happy
11453.jpg,fear
11454.jpg,neutral
11455.jpg,fear
11456.jpg,happy
11457.jpg,happy
11458.jpg,neutral
11459.jpg,happy
11460.jpg,sad
11461.jpg,sad
11462.jpg,angry
11463.jpg,angry
11464.jpg,sad
11465.jpg,angry
11466.jpg,neutral
11467.jpg,angry
11468.jpg,surprise
11469.jpg,neutral
11470.jpg,angry
11471.jpg,neutral
11472.jpg,angry
11473.jpg,fear
11474.jpg,surprise
11475.jpg,fear
11476.jpg,happy
11477.jpg,angry
11478.jpg,happy
11479.jpg,happy
11480.jpg,sad
11481.jpg,neutral
11482.jpg,fear
11483.jpg,sad
11484.jpg,happy
11485.jpg,angry
11486.jpg,happy
11487.jpg,happy
11488.jpg,happy
11489.jpg,happy
11490.jpg,happy
11491.jpg,surprise
11492.jpg,happy
11493.jpg,sad
11494.jpg,sad
11495.jpg,sad
11496.jpg,angry
11497.jpg,happy
11498.jpg,angry
11499.jpg,sad
11500.jpg,neutral
11501.jpg,neutral
11502.jpg,happy
11503.jpg,neutral
11504.jpg,neutral
11505.jpg,happy
11506.jpg,fear
11507.jpg,sad
11508.jpg,happy
11509.jpg,happy
11510.jpg,surprise
11511.jpg,happy
11512.jpg,fear
11513.jpg,happy
11514.jpg,disgust
11515.jpg,neutral
11516.jpg,happy
11517.jpg,sad
11518.jpg,fear
11519.jpg,surprise
11520.jpg,neutral
11521.jpg,angry
11522.jpg,happy
11523.jpg,sad
11524.jpg,angry
11525.jpg,happy
11526.jpg,neutral
11527.jpg,disgust
11528.jpg,happy
11529.jpg,happy
11530.jpg,fear
11531.jpg,fear
11532.jpg,neutral
11533.jpg,sad
11534.jpg,neutral
11535.jpg,sad
11536.jpg,neutral
11537.jpg,fear
11538.jpg,surprise
11539.jpg,neutral
11540.jpg,happy
11541.jpg,sad
11542.jpg,neutral
11543.jpg,angry
11544.jpg,happy
11545.jpg,sad
11546.jpg,fear
11547.jpg,happy
11548.jpg,neutral
11549.jpg,angry
11550.jpg,happy
11551.jpg,neutral
11552.jpg,happy
11553.jpg,sad
11554.jpg,angry
11555.jpg,surprise
11556.jpg,angry
11557.jpg,fear
11558.jpg,happy
11559.jpg,angry
11560.jpg,sad
11561.jpg,happy
11562.jpg,angry
11563.jpg,neutral
11564.jpg,fear
11565.jpg,sad
11566.jpg,fear
11567.jpg,happy
11568.jpg,surprise
11569.jpg,fear
11570.jpg,surprise
11571.jpg,surprise
11572.jpg,happy
11573.jpg,sad
11574.jpg,angry
11575.jpg,fear
11576.jpg,happy
11577.jpg,happy
11578.jpg,happy
11579.jpg,angry
11580.jpg,happy
11581.jpg,neutral
11582.jpg,neutral
11583.jpg,fear
11584.jpg,surprise
11585.jpg,sad
11586.jpg,sad
11587.jpg,happy
11588.jpg,neutral
11589.jpg,happy
11590.jpg,neutral
11591.jpg,surprise
11592.jpg,neutral
11593.jpg,happy
11594.jpg,happy
11595.jpg,fear
11596.jpg,happy
11597.jpg,happy
11598.jpg,happy
11599.jpg,fear
11600.jpg,fear
11601.jpg,neutral
11602.jpg,angry
11603.jpg,sad
11604.jpg,neutral
11605.jpg,happy
11606.jpg,surprise
11607.jpg,angry
11608.jpg,happy
11609.jpg,happy
11610.jpg,fear
11611.jpg,sad
11612.jpg,sad
11613.jpg,surprise
11614.jpg,angry
11615.jpg,surprise
11616.jpg,fear
11617.jpg,surprise
11618.jpg,fear
11619.jpg,surprise
11620.jpg,sad
11621.jpg,fear
11622.jpg,surprise
11623.jpg,disgust
11624.jpg,angry
11625.jpg,happy
11626.jpg,surprise
11627.jpg,surprise
11628.jpg,neutral
11629.jpg,happy
11630.jpg,sad
11631.jpg,sad
11632.jpg,sad
11633.jpg,neutral
11634.jpg,fear
11635.jpg,neutral
11636.jpg,sad
11637.jpg,surprise
11638.jpg,surprise
11639.jpg,neutral
11640.jpg,neutral
11641.jpg,angry
11642.jpg,fear
11643.jpg,sad
11644.jpg,fear
11645.jpg,sad
11646.jpg,angry
11647.jpg,sad
11648.jpg,neutral
11649.jpg,happy
11650.jpg,happy
11651.jpg,sad
11652.jpg,surprise
11653.jpg,happy
11654.jpg,sad
11655.jpg,happy
11656.jpg,happy
11657.jpg,happy
11658.jpg,sad
11659.jpg,sad
11660.jpg,sad
11661.jpg,happy
11662.jpg,sad
11663.jpg,angry
11664.jpg,happy
11665.jpg,angry
11666.jpg,neutral
11667.jpg,sad
11668.jpg,neutral
11669.jpg,neutral
11670.jpg,neutral
11671.jpg,fear
11672.jpg,sad
11673.jpg,disgust
11674.jpg,fear
11675.jpg,happy
11676.jpg,fear
11677.jpg,neutral
11678.jpg,neutral
11679.jpg,neutral
11680.jpg,neutral
11681.jpg,happy
11682.jpg,sad
11683.jpg,angry
11684.jpg,angry
11685.jpg,surprise
11686.jpg,neutral
11687.jpg,happy
11688.jpg,sad
11689.jpg,happy
11690.jpg,surprise
11691.jpg,sad
11692.jpg,fear
11693.jpg,angry
11694.jpg,surprise
11695.jpg,neutral
11696.jpg,sad
11697.jpg,sad
11698.jpg,fear
11699.jpg,happy
11700.jpg,neutral
11701.jpg,neutral
11702.jpg,neutral
11703.jpg,sad
11704.jpg,surprise
11705.jpg,disgust
11706.jpg,happy
11707.jpg,happy
11708.jpg,happy
11709.jpg,angry
11710.jpg,angry
11711.jpg,neutral
11712.jpg,sad
11713.jpg,fear
11714.jpg,neutral
11715.jpg,surprise
11716.jpg,fear
11717.jpg,surprise
11718.jpg,neutral
11719.jpg,happy
11720.jpg,angry
11721.jpg,surprise
11722.jpg,fear
11723.jpg,happy
11724.jpg,sad
11725.jpg,angry
11726.jpg,angry
11727.jpg,fear
11728.jpg,sad
11729.jpg,fear
11730.jpg,happy
11731.jpg,sad
11732.jpg,fear
11733.jpg,sad
11734.jpg,happy
11735.jpg,surprise
11736.jpg,happy
11737.jpg,angry
11738.jpg,happy
11739.jpg,neutral
11740.jpg,happy
11741.jpg,happy
11742.jpg,sad
11743.jpg,sad
11744.jpg,fear
11745.jpg,neutral
11746.jpg,happy
11747.jpg,angry
11748.jpg,happy
11749.jpg,sad
11750.jpg,neutral
11751.jpg,neutral
11752.jpg,happy
11753.jpg,fear
11754.jpg,happy
11755.jpg,surprise
11756.jpg,happy
11757.jpg,disgust
11758.jpg,fear
11759.jpg,sad
11760.jpg,angry
11761.jpg,sad
11762.jpg,sad
11763.jpg,sad
11764.jpg,surprise
11765.jpg,sad
11766.jpg,neutral
11767.jpg,happy
11768.jpg,angry
11769.jpg,sad
11770.jpg,surprise
11771.jpg,angry
11772.jpg,neutral
11773.jpg,surprise
11774.jpg,surprise
11775.jpg,fear
11776.jpg,neutral
11777.jpg,sad
11778.jpg,sad
11779.jpg,surprise
11780.jpg,fear
11781.jpg,angry
11782.jpg,angry
11783.jpg,happy
11784.jpg,happy
11785.jpg,disgust
11786.jpg,happy
11787.jpg,neutral
11788.jpg,neutral
11789.jpg,neutral
11790.jpg,neutral
11791.jpg,happy
11792.jpg,neutral
11793.jpg,angry
11794.jpg,angry
11795.jpg,happy
11796.jpg,neutral
11797.jpg,happy
11798.jpg,angry
11799.jpg,fear
11800.jpg,surprise
11801.jpg,sad
11802.jpg,sad
11803.jpg,sad
11804.jpg,angry
11805.jpg,happy
11806.jpg,fear
11807.jpg,happy
11808.jpg,happy
11809.jpg,sad
11810.jpg,angry
11811.jpg,happy
11812.jpg,happy
11813.jpg,neutral
11814.jpg,angry
11815.jpg,fear
11816.jpg,sad
11817.jpg,happy
11818.jpg,sad
11819.jpg,surprise
11820.jpg,happy
11821.jpg,angry
11822.jpg,sad
11823.jpg,surprise
11824.jpg,fear
11825.jpg,happy
11826.jpg,fear
11827.jpg,disgust
11828.jpg,sad
11829.jpg,happy
11830.jpg,neutral
11831.jpg,surprise
11832.jpg,happy
11833.jpg,happy
11834.jpg,sad
11835.jpg,happy
11836.jpg,sad
11837.jpg,fear
11838.jpg,neutral
11839.jpg,surprise
11840.jpg,neutral
11841.jpg,angry
11842.jpg,happy
11843.jpg,happy
11844.jpg,happy
11845.jpg,happy
11846.jpg,happy
11847.jpg,happy
11848.jpg,happy
11849.jpg,angry
11850.jpg,happy
11851.jpg,neutral
11852.jpg,sad
11853.jpg,happy
11854.jpg,neutral
11855.jpg,sad
11856.jpg,angry
11857.jpg,fear
11858.jpg,happy
11859.jpg,sad
11860.jpg,happy
11861.jpg,happy
11862.jpg,sad
11863.jpg,fear
11864.jpg,angry
11865.jpg,happy
11866.jpg,neutral
11867.jpg,happy
11868.jpg,happy
11869.jpg,happy
11870.jpg,sad
11871.jpg,sad
11872.jpg,happy
11873.jpg,neutral
11874.jpg,neutral
11875.jpg,neutral
11876.jpg,neutral
11877.jpg,angry
11878.jpg,happy
11879.jpg,fear
11880.jpg,neutral
11881.jpg,angry
11882.jpg,angry
11883.jpg,angry
11884.jpg,surprise
11885.jpg,angry
11886.jpg,fear
11887.jpg,surprise
11888.jpg,neutral
11889.jpg,happy
11890.jpg,neutral
11891.jpg,fear
11892.jpg,happy
11893.jpg,fear
11894.jpg,fear
11895.jpg,happy
11896.jpg,neutral
11897.jpg,sad
11898.jpg,sad
11899.jpg,neutral
11900.jpg,happy
11901.jpg,surprise
11902.jpg,happy
11903.jpg,sad
11904.jpg,surprise
11905.jpg,neutral
11906.jpg,happy
11907.jpg,surprise
11908.jpg,surprise
11909.jpg,surprise
11910.jpg,neutral
11911.jpg,angry
11912.jpg,happy
11913.jpg,happy
11914.jpg,angry
11915.jpg,neutral
11916.jpg,angry
11917.jpg,happy
11918.jpg,angry
11919.jpg,neutral
11920.jpg,sad
11921.jpg,sad
11922.jpg,fear
11923.jpg,sad
11924.jpg,angry
11925.jpg,fear
11926.jpg,neutral
11927.jpg,happy
11928.jpg,sad
11929.jpg,happy
11930.jpg,neutral
11931.jpg,fear
11932.jpg,happy
11933.jpg,neutral
11934.jpg,neutral
11935.jpg,sad
11936.jpg,fear
11937.jpg,happy
11938.jpg,angry
11939.jpg,neutral
11940.jpg,neutral
11941.jpg,sad
11942.jpg,sad
11943.jpg,surprise
11944.jpg,angry
11945.jpg,neutral
11946.jpg,sad
11947.jpg,surprise
11948.jpg,angry
11949.jpg,happy
11950.jpg,neutral
11951.jpg,happy
11952.jpg,surprise
11953.jpg,fear
11954.jpg,neutral
11955.jpg,sad
11956.jpg,disgust
11957.jpg,fear
11958.jpg,happy
11959.jpg,angry
11960.jpg,happy
11961.jpg,happy
11962.jpg,happy
11963.jpg,fear
11964.jpg,neutral
11965.jpg,happy
11966.jpg,surprise
11967.jpg,fear
11968.jpg,happy
11969.jpg,angry
11970.jpg,happy
11971.jpg,angry
11972.jpg,fear
11973.jpg,happy
11974.jpg,sad
11975.jpg,fear
11976.jpg,sad
11977.jpg,sad
11978.jpg,angry
11979.jpg,neutral
11980.jpg,happy
11981.jpg,angry
11982.jpg,disgust
11983.jpg,neutral
11984.jpg,happy
11985.jpg,happy
11986.jpg,surprise
11987.jpg,neutral
11988.jpg,happy
11989.jpg,angry
11990.jpg,angry
11991.jpg,happy
11992.jpg,happy
11993.jpg,happy
11994.jpg,fear
11995.jpg,sad
11996.jpg,angry
11997.jpg,fear
11998.jpg,neutral
11999.jpg,angry
12000.jpg,sad
12001.jpg,surprise
12002.jpg,fear
12003.jpg,sad
12004.jpg,fear
12005.jpg,sad
12006.jpg,sad
12007.jpg,surprise
12008.jpg,fear
12009.jpg,angry
12010.jpg,disgust
12011.jpg,angry
12012.jpg,happy
12013.jpg,neutral
12014.jpg,fear
12015.jpg,fear
12016.jpg,happy
12017.jpg,neutral
12018.jpg,fear
12019.jpg,surprise
12020.jpg,sad
12021.jpg,neutral
12022.jpg,neutral
12023.jpg,fear
12024.jpg,neutral
12025.jpg,happy
12026.jpg,sad
12027.jpg,angry
12028.jpg,happy
12029.jpg,neutral
12030.jpg,surprise
12031.jpg,happy
12032.jpg,sad
12033.jpg,sad
12034.jpg,happy
12035.jpg,sad
12036.jpg,happy
12037.jpg,angry
12038.jpg,neutral
12039.jpg,happy
12040.jpg,happy
12041.jpg,sad
12042.jpg,fear
12043.jpg,surprise
12044.jpg,surprise
12045.jpg,happy
12046.jpg,sad
12047.jpg,neutral
12048.jpg,neutral
12049.jpg,happy
12050.jpg,sad
12051.jpg,fear
12052.jpg,fear
12053.jpg,angry
12054.jpg,sad
12055.jpg,neutral
12056.jpg,fear
12057.jpg,happy
12058.jpg,sad
12059.jpg,happy
12060.jpg,happy
12061.jpg,happy
12062.jpg,neutral
12063.jpg,fear
12064.jpg,happy
12065.jpg,happy
12066.jpg,angry
12067.jpg,sad
12068.jpg,neutral
12069.jpg,surprise
12070.jpg,happy
12071.jpg,neutral
12072.jpg,surprise
12073.jpg,sad
12074.jpg,angry
12075.jpg,surprise
12076.jpg,neutral
12077.jpg,happy
12078.jpg,sad
12079.jpg,angry
12080.jpg,surprise
12081.jpg,sad
12082.jpg,sad
12083.jpg,fear
12084.jpg,neutral
12085.jpg,happy
12086.jpg,sad
12087.jpg,neutral
12088.jpg,happy
12089.jpg,sad
12090.jpg,sad
12091.jpg,sad
12092.jpg,neutral
12093.jpg,neutral
12094.jpg,neutral
12095.jpg,sad
12096.jpg,disgust
12097.jpg,sad
12098.jpg,fear
12099.jpg,neutral
12100.jpg,angry
12101.jpg,angry
12102.jpg,fear
12103.jpg,neutral
12104.jpg,surprise
12105.jpg,happy
12106.jpg,happy
12107.jpg,happy
12108.jpg,angry
12109.jpg,neutral
12110.jpg,angry
12111.jpg,fear
12112.jpg,sad
12113.jpg,fear
12114.jpg,angry
12115.jpg,neutral
12116.jpg,sad
12117.jpg,neutral
12118.jpg,disgust
12119.jpg,happy
12120.jpg,fear
12121.jpg,neutral
12122.jpg,fear
12123.jpg,sad
12124.jpg,surprise
12125.jpg,happy
12126.jpg,angry
12127.jpg,happy
12128.jpg,sad
12129.jpg,sad
12130.jpg,surprise
12131.jpg,surprise
12132.jpg,happy
12133.jpg,surprise
12134.jpg,angry
12135.jpg,sad
12136.jpg,sad
12137.jpg,sad
12138.jpg,neutral
12139.jpg,neutral
12140.jpg,neutral
12141.jpg,sad
12142.jpg,fear
12143.jpg,sad
12144.jpg,angry
12145.jpg,angry
12146.jpg,happy
12147.jpg,neutral
12148.jpg,happy
12149.jpg,sad
12150.jpg,happy
12151.jpg,disgust
12152.jpg,happy
12153.jpg,angry
12154.jpg,neutral
12155.jpg,happy
12156.jpg,neutral
12157.jpg,surprise
12158.jpg,neutral
12159.jpg,fear
12160.jpg,happy
12161.jpg,surprise
12162.jpg,surprise
12163.jpg,sad
12164.jpg,fear
12165.jpg,happy
12166.jpg,neutral
12167.jpg,fear
12168.jpg,surprise
12169.jpg,sad
12170.jpg,surprise
12171.jpg,happy
12172.jpg,happy
12173.jpg,neutral
12174.jpg,happy
12175.jpg,angry
12176.jpg,happy
12177.jpg,sad
12178.jpg,happy
12179.jpg,disgust
12180.jpg,angry
12181.jpg,happy
12182.jpg,happy
12183.jpg,neutral
12184.jpg,neutral
12185.jpg,happy
12186.jpg,surprise
12187.jpg,sad
12188.jpg,neutral
12189.jpg,fear
12190.jpg,happy
12191.jpg,fear
12192.jpg,fear
12193.jpg,neutral
12194.jpg,fear
12195.jpg,happy
12196.jpg,happy
12197.jpg,sad
12198.jpg,fear
12199.jpg,sad
12200.jpg,happy
12201.jpg,surprise
12202.jpg,surprise
12203.jpg,angry
12204.jpg,surprise
12205.jpg,sad
12206.jpg,sad
12207.jpg,sad
12208.jpg,sad
12209.jpg,neutral
12210.jpg,happy
12211.jpg,happy
12212.jpg,angry
12213.jpg,angry
12214.jpg,happy
12215.jpg,sad
12216.jpg,happy
12217.jpg,angry
12218.jpg,happy
12219.jpg,happy
12220.jpg,sad
12221.jpg,fear
12222.jpg,surprise
12223.jpg,happy
12224.jpg,surprise
12225.jpg,angry
12226.jpg,neutral
12227.jpg,neutral
12228.jpg,surprise
12229.jpg,sad
12230.jpg,sad
12231.jpg,angry
12232.jpg,angry
12233.jpg,happy
12234.jpg,angry
12235.jpg,happy
12236.jpg,happy
12237.jpg,angry
12238.jpg,fear
12239.jpg,sad
12240.jpg,angry
12241.jpg,angry
12242.jpg,fear
12243.jpg,angry
12244.jpg,happy
12245.jpg,fear
12246.jpg,happy
12247.jpg,angry
12248.jpg,sad
12249.jpg,surprise
12250.jpg,happy
12251.jpg,neutral
12252.jpg,angry
12253.jpg,sad
12254.jpg,neutral
12255.jpg,happy
12256.jpg,happy
12257.jpg,neutral
12258.jpg,sad
12259.jpg,neutral
12260.jpg,happy
12261.jpg,sad
12262.jpg,fear
12263.jpg,angry
12264.jpg,happy
12265.jpg,sad
12266.jpg,surprise
12267.jpg,angry
12268.jpg,neutral
12269.jpg,neutral
12270.jpg,angry
12271.jpg,disgust
12272.jpg,happy
12273.jpg,happy
12274.jpg,neutral
12275.jpg,happy
12276.jpg,neutral
12277.jpg,happy
12278.jpg,neutral
12279.jpg,fear
12280.jpg,surprise
12281.jpg,happy
12282.jpg,fear
12283.jpg,fear
12284.jpg,angry
12285.jpg,happy
12286.jpg,happy
12287.jpg,neutral
12288.jpg,surprise
12289.jpg,sad
12290.jpg,fear
12291.jpg,angry
12292.jpg,neutral
12293.jpg,happy
12294.jpg,angry
12295.jpg,sad
12296.jpg,happy
12297.jpg,happy
12298.jpg,happy
12299.jpg,angry
12300.jpg,happy
12301.jpg,sad
12302.jpg,surprise
12303.jpg,neutral
12304.jpg,surprise
12305.jpg,happy
12306.jpg,sad
12307.jpg,sad
12308.jpg,sad
12309.jpg,neutral
12310.jpg,angry
12311.jpg,sad
12312.jpg,angry
12313.jpg,sad
12314.jpg,angry
12315.jpg,sad
12316.jpg,sad
12317.jpg,sad
12318.jpg,happy
12319.jpg,neutral
12320.jpg,fear
12321.jpg,angry
12322.jpg,surprise
12323.jpg,neutral
12324.jpg,angry
12325.jpg,angry
12326.jpg,neutral
12327.jpg,happy
12328.jpg,sad
12329.jpg,angry
12330.jpg,fear
12331.jpg,fear
12332.jpg,happy
12333.jpg,fear
12334.jpg,happy
12335.jpg,surprise
12336.jpg,happy
12337.jpg,angry
12338.jpg,fear
12339.jpg,sad
12340.jpg,surprise
12341.jpg,neutral
12342.jpg,happy
12343.jpg,sad
12344.jpg,neutral
12345.jpg,angry
12346.jpg,surprise
12347.jpg,angry
12348.jpg,happy
12349.jpg,surprise
12350.jpg,fear
12351.jpg,happy
12352.jpg,sad
12353.jpg,angry
12354.jpg,angry
12355.jpg,neutral
12356.jpg,fear
12357.jpg,happy
12358.jpg,angry
12359.jpg,happy
12360.jpg,surprise
12361.jpg,sad
12362.jpg,sad
12363.jpg,angry
12364.jpg,happy
12365.jpg,happy
12366.jpg,surprise
12367.jpg,sad
12368.jpg,neutral
12369.jpg,angry
12370.jpg,sad
12371.jpg,neutral
12372.jpg,angry
12373.jpg,happy
12374.jpg,angry
12375.jpg,happy
12376.jpg,neutral
12377.jpg,fear
12378.jpg,fear
12379.jpg,happy
12380.jpg,fear
12381.jpg,sad
12382.jpg,happy
12383.jpg,fear
12384.jpg,happy
12385.jpg,angry
12386.jpg,sad
12387.jpg,happy
12388.jpg,surprise
12389.jpg,sad
12390.jpg,neutral
12391.jpg,sad
12392.jpg,angry
12393.jpg,surprise
12394.jpg,happy
12395.jpg,happy
12396.jpg,sad
12397.jpg,angry
12398.jpg,angry
12399.jpg,angry
12400.jpg,surprise
12401.jpg,angry
12402.jpg,angry
12403.jpg,sad
12404.jpg,fear
12405.jpg,surprise
12406.jpg,neutral
12407.jpg,neutral
12408.jpg,angry
12409.jpg,angry
12410.jpg,sad
12411.jpg,surprise
12412.jpg,angry
12413.jpg,happy
12414.jpg,happy
12415.jpg,angry
12416.jpg,neutral
12417.jpg,happy
12418.jpg,sad
12419.jpg,fear
12420.jpg,sad
12421.jpg,sad
12422.jpg,sad
12423.jpg,fear
12424.jpg,angry
12425.jpg,sad
12426.jpg,neutral
12427.jpg,sad
12428.jpg,happy
12429.jpg,happy
12430.jpg,happy
12431.jpg,sad
12432.jpg,fear
12433.jpg,neutral
12434.jpg,happy
12435.jpg,neutral
12436.jpg,happy
12437.jpg,fear
12438.jpg,sad
12439.jpg,sad
12440.jpg,sad
12441.jpg,happy
12442.jpg,surprise
12443.jpg,surprise
12444.jpg,sad
12445.jpg,fear
12446.jpg,angry
12447.jpg,happy
12448.jpg,sad
12449.jpg,fear
12450.jpg,angry
12451.jpg,angry
12452.jpg,sad
12453.jpg,surprise
12454.jpg,sad
12455.jpg,happy
12456.jpg,happy
12457.jpg,sad
12458.jpg,sad
12459.jpg,fear
12460.jpg,happy
12461.jpg,disgust
12462.jpg,neutral
12463.jpg,angry
12464.jpg,happy
12465.jpg,happy
12466.jpg,happy
12467.jpg,happy
12468.jpg,disgust
12469.jpg,sad
12470.jpg,sad
12471.jpg,disgust
12472.jpg,fear
12473.jpg,happy
12474.jpg,fear
12475.jpg,surprise
12476.jpg,neutral
12477.jpg,sad
12478.jpg,happy
12479.jpg,neutral
12480.jpg,neutral
12481.jpg,sad
12482.jpg,fear
12483.jpg,fear
12484.jpg,fear
12485.jpg,happy
12486.jpg,sad
12487.jpg,fear
12488.jpg,neutral
12489.jpg,neutral
12490.jpg,angry
12491.jpg,neutral
12492.jpg,fear
12493.jpg,happy
12494.jpg,happy
12495.jpg,surprise
12496.jpg,happy
12497.jpg,sad
12498.jpg,angry
12499.jpg,sad
12500.jpg,angry
12501.jpg,sad
12502.jpg,happy
12503.jpg,fear
12504.jpg,sad
12505.jpg,happy
12506.jpg,happy
12507.jpg,fear
12508.jpg,surprise
12509.jpg,happy
12510.jpg,neutral
12511.jpg,happy
12512.jpg,angry
12513.jpg,fear
12514.jpg,sad
12515.jpg,neutral
12516.jpg,fear
12517.jpg,angry
12518.jpg,fear
12519.jpg,happy
12520.jpg,neutral
12521.jpg,surprise
12522.jpg,neutral
12523.jpg,fear
12524.jpg,fear
12525.jpg,neutral
12526.jpg,sad
12527.jpg,happy
12528.jpg,angry
12529.jpg,neutral
12530.jpg,happy
12531.jpg,surprise
12532.jpg,fear
12533.jpg,sad
12534.jpg,fear
12535.jpg,happy
12536.jpg,fear
12537.jpg,happy
12538.jpg,happy
12539.jpg,surprise
12540.jpg,angry
12541.jpg,surprise
12542.jpg,angry
12543.jpg,fear
12544.jpg,sad
12545.jpg,happy
12546.jpg,disgust
12547.jpg,neutral
12548.jpg,surprise
12549.jpg,sad
12550.jpg,sad
12551.jpg,sad
12552.jpg,surprise
12553.jpg,fear
12554.jpg,neutral
12555.jpg,neutral
12556.jpg,neutral
12557.jpg,neutral
12558.jpg,happy
12559.jpg,sad
12560.jpg,sad
12561.jpg,happy
12562.jpg,happy
12563.jpg,happy
12564.jpg,happy
12565.jpg,surprise
12566.jpg,angry
12567.jpg,neutral
12568.jpg,happy
12569.jpg,happy
12570.jpg,sad
12571.jpg,disgust
12572.jpg,happy
12573.jpg,angry
12574.jpg,angry
12575.jpg,angry
12576.jpg,surprise
12577.jpg,fear
12578.jpg,neutral
12579.jpg,neutral
12580.jpg,surprise
12581.jpg,happy
12582.jpg,sad
12583.jpg,surprise
12584.jpg,fear
12585.jpg,happy
12586.jpg,angry
12587.jpg,happy
12588.jpg,sad
12589.jpg,sad
12590.jpg,surprise
12591.jpg,fear
12592.jpg,neutral
12593.jpg,neutral
12594.jpg,disgust
12595.jpg,fear
12596.jpg,angry
12597.jpg,sad
12598.jpg,happy
12599.jpg,sad
12600.jpg,sad
12601.jpg,sad
12602.jpg,sad
12603.jpg,sad
12604.jpg,fear
12605.jpg,surprise
12606.jpg,fear
12607.jpg,angry
12608.jpg,happy
12609.jpg,sad
12610.jpg,happy
12611.jpg,neutral
12612.jpg,happy
12613.jpg,happy
12614.jpg,fear
12615.jpg,sad
12616.jpg,angry
12617.jpg,happy
12618.jpg,fear
12619.jpg,surprise
12620.jpg,fear
12621.jpg,happy
12622.jpg,happy
12623.jpg,happy
12624.jpg,happy
12625.jpg,angry
12626.jpg,sad
12627.jpg,sad
12628.jpg,fear
12629.jpg,surprise
12630.jpg,happy
12631.jpg,happy
12632.jpg,surprise
12633.jpg,happy
12634.jpg,happy
12635.jpg,fear
12636.jpg,neutral
12637.jpg,neutral
12638.jpg,neutral
12639.jpg,angry
12640.jpg,happy
12641.jpg,sad
12642.jpg,neutral
12643.jpg,neutral
12644.jpg,fear
12645.jpg,sad
12646.jpg,fear
12647.jpg,fear
12648.jpg,neutral
12649.jpg,happy
12650.jpg,angry
12651.jpg,fear
12652.jpg,angry
12653.jpg,happy
12654.jpg,sad
12655.jpg,fear
12656.jpg,sad
12657.jpg,happy
12658.jpg,happy
12659.jpg,angry
12660.jpg,happy
12661.jpg,fear
12662.jpg,surprise
12663.jpg,neutral
12664.jpg,neutral
12665.jpg,neutral
12666.jpg,sad
12667.jpg,happy
12668.jpg,angry
12669.jpg,surprise
12670.jpg,happy
12671.jpg,happy
12672.jpg,neutral
12673.jpg,surprise
12674.jpg,sad
12675.jpg,surprise
12676.jpg,surprise
12677.jpg,disgust
12678.jpg,sad
12679.jpg,neutral
12680.jpg,angry
12681.jpg,happy
12682.jpg,angry
12683.jpg,happy
12684.jpg,happy
12685.jpg,sad
12686.jpg,happy
12687.jpg,sad
12688.jpg,sad
12689.jpg,happy
12690.jpg,angry
12691.jpg,angry
12692.jpg,happy
12693.jpg,happy
12694.jpg,neutral
12695.jpg,surprise
12696.jpg,surprise
12697.jpg,happy
12698.jpg,fear
12699.jpg,fear
12700.jpg,sad
12701.jpg,surprise
12702.jpg,neutral
12703.jpg,angry
12704.jpg,happy
12705.jpg,neutral
12706.jpg,neutral
12707.jpg,sad
12708.jpg,happy
12709.jpg,sad
12710.jpg,surprise
12711.jpg,happy
12712.jpg,fear
12713.jpg,fear
12714.jpg,angry
12715.jpg,happy
12716.jpg,sad
